NAME               KEYWORD       S                         L                         ANGLE                     ROLL                      K0L                       K0SL                      K1L                       K1SL                      K2L                       K2SL                      HKICK                     VKICK                     KICK                      X                         XP                        Y                         YP                        DX                        DPX                       DY                        DPY                       BETA11                    BETA12                    BETA21                    BETA22                    ALFA11                    ALFA12                    ALFA21                    ALFA22                   
YI6_BH5            Monitor       +1.04086159067731089E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.76710519075541623E-015 -2.03436312473558252E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.94543076023109190E-001 +3.28338071147323621E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.35695610435702783E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.83668690475353671E+001 +3.96537776262383568E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.11829157535233348E+000
OSB                Drift         +1.04312386667731090E+002 +2.26227599999999973E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.77170748162779039E-015 -2.03436312473558252E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.01970989405538037E-001 +3.28338071147323621E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.33945101169057601E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.93326206021331544E+001 +3.77244585679826328E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.15064623151910794E+000
YI6_TQ5            Quadrupole    +1.05062386667731090E+002 +7.50000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.94750266078700454E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.81458120826094384E-015 -9.41254337369005548E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.28133153620207613E-001 +3.70168615999850806E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.30679204741187682E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.20356142652501035E+001 +6.03263237676843200E-002 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.43578125129007828E+000
OQS                Drift         +1.05193436667731092E+002 +1.31050000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.82691634635216453E-015 -9.41254337369005548E-017 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.32984213332885659E-001 +3.70168615999850806E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.30534279459227029E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.24131833268241323E+001 +5.02614533865697738E-002 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.44532566648197403E+000
YI6_QF5            Quadrupole    +1.06303436667731091E+002 +1.11000000000000010E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -9.81600006551093529E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.14368895176653437E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.87631526902474011E-001 +6.23391771868092859E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.45063608018401027E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.10244673328924421E+001 -1.40640815766949112E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.65064884606195061E+000
OCQ                Drift         +1.06598686667731087E+002 +2.95250000000000012E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.28594306806195002E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.06037168966879491E-001 +6.23391771868092859E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.53547403126320106E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.94763134435265641E+001 -1.46701948260792436E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.59288676567682463E+000
LMP06Y05           Kicker        +1.07098686667731087E+002 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.52684758338018085E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.37206757560284121E-001 +6.23391771868092859E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.68730818315976272E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.69323361447296108E+001 -1.56966355532330670E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.49506783191708603E+000
OCFL               Drift         +1.07607969667731084E+002 +5.09283000000000041E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.77222473192981016E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.68955040735513884E-001 +6.23391771868092859E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.85251331772197076E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.44416873155642094E+001 -1.67421331789272276E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.39543279183316393E+000
OFL                Drift         +1.08107969667731084E+002 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -5.01312924724804099E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.00124629328918568E-001 +6.23391771868092859E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.02506685314701222E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.20951639906109136E+001 -1.77685739060810510E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.29761385807342489E+000
B2PR               Sbend         +1.11807971749326427E+002 +3.70000208159534116E+000 +3.67453870996644824E-003 +0.00000000000000000E+000 +3.67453870996644824E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.79581965181067965E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.37577127982195679E-001 +6.60137414192794592E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.62097762541022590E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.77707787249141838E+001 -2.53642224672225813E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.57381330442307665E+000
OFL                Drift         +1.12307971749326427E+002 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.03672416712891049E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.70583998691835381E-001 +6.60137414192794592E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.87975205371822085E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.62458784193388261E+001 -2.63906631943764047E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.47598730672764167E+000
OBFL               Drift         +1.12505355149326434E+002 +1.97383399999999987E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.13182527174663885E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.83614015419893528E-001 +6.60137414192794592E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98473343716519892E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.56708302755825990E+001 -2.67958679156245916E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.43736885066060749E+000
YI6_BV6            Monitor       +1.12505355149326434E+002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.13182527174663885E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.83614015419893528E-001 +6.60137414192794592E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98473343716519892E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.56708302755825990E+001 -2.67958679156245916E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.43736885066060749E+000
OSB                Drift         +1.12731582749326435E+002 +2.26227599999999973E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.24082377240585152E-015 -4.81809030636461469E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.98548145708197676E-001 +6.60137414192794592E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.10702337763550673E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.50304985239730424E+001 -2.72602863601171208E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.39310696930811995E+000
YI6_TQ6            Quadrupole    +1.13481582749326435E+002 +7.50000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.94750266078700454E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.54848512964506920E-015 -3.37622393295526006E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.42842628130958582E-001 +5.19610706588967339E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.46375213125386949E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.32516320555326477E+001 -2.00717449110864310E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.90251583457797624E-001
OQS                Drift         +1.13612632749326437E+002 +1.31050000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.59273054428644743E-015 -3.37622393295526006E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.49652126440806921E-001 +5.19610706588967339E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.51655365372951962E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.29946539688838900E+001 -2.02193825026103502E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.70664758768503000E-001
YI6_QD6            Quadrupole    +1.14722632749326436E+002 +1.11000000000000010E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.51676764589805269E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.56341270768412120E-015 +3.89981484935525123E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.67070966504785456E-001 -2.08525459903346026E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.48732644476773501E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.22972378521526657E+001 +2.27590886211544374E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -3.20392381007107097E-001
OCQ                Drift         +1.15017882749326432E+002 +2.95250000000000012E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.44827067425690773E-015 +3.89981484935525123E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.60914252301139182E-001 -2.08525459903346026E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.35413453108455855E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.24942460188011175E+001 +2.23524824823770718E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -3.46866439140059768E-001
LMP06Y06           Kicker        +1.15517882749326432E+002 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.25327993178914463E-015 +3.89981484935525123E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.50487979305971886E-001 -2.08525459903346026E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.13405260328684463E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.28635291032696717E+001 +2.16639030771656138E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -3.91699729797049923E-001
OCFL               Drift         +1.16027165749326429E+002 +5.09283000000000041E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.05466899119672575E-015 +3.89981484935525123E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.39868132126376365E-001 -2.08525459903346026E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.91696337770236980E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.32857578773889244E+001 +2.09625395067169995E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -4.37365395328377760E-001
OD5IFL             Drift         +1.17812614577506423E+002 +1.78544882818000006E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.35837700590669576E-015 +3.89981484935525123E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.02636978323363803E-001 -2.08525459903346026E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.21231399326937535E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.51333865379021084E+001 +1.85036929224296465E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -5.97460487862330636E-001
YI6_DH5            Sbend         +1.24728614458034343E+002 +6.91599988052792192E+000 +2.85148155447841577E-002 +0.00000000000000000E+000 +2.85148155447841577E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.65904578286866678E-015 +3.90570384987155356E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.56752802985908213E-001 +7.58445256265798985E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.31019023958601224E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.76863069872343068E+001 +8.99208820829939803E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.21759455351716550E+000
OD5IFL             Drift         +1.26514063286214338E+002 +1.78544882818000006E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.96170234667153863E-015 +3.90570384987155356E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.70294454926292804E-001 +7.58445256265798985E-003 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.03309649773432799E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.23200541201475673E+001 +6.52746841400605016E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.37768964605111832E+000
